2.000000	0.000000
1.971050	0.239753
1.941144	0.340558
1.910665	0.417947
1.879725	0.483029
1.848419	0.540068
1.816786	0.591307
1.784882	0.638043
1.752719	0.681166
1.720349	0.721249
1.687779	0.758750
1.655023	0.794009
1.622116	0.827267
1.589057	0.858749
1.555876	0.888608
1.522569	0.917001
1.489165	0.944030
1.455659	0.969809
1.422078	0.994408
1.388417	1.017914
1.354689	1.040389
1.320913	1.061883
1.287080	1.082457
1.253213	1.102147
1.219308	1.121001
1.185385	1.139048
1.151432	1.156331
1.117476	1.172870
1.083519	1.188694
1.049552	1.203836
1.015598	1.218311
0.981651	1.232145
0.947728	1.245354
0.913829	1.257958
0.879960	1.269975
0.846116	1.281423
0.812325	1.292310
0.778576	1.302655
0.744863	1.312474
0.711220	1.321773
0.677624	1.330569
0.644107	1.338866
0.610645	1.346684
0.577262	1.354025
0.543953	1.360903
0.510720	1.367327
0.477587	1.373301
0.444530	1.378839
0.411567	1.383946
0.378707	1.388629
0.345951	1.392896
0.313293	1.396755
0.280745	1.400211
0.248313	1.403271
0.215996	1.405942
0.183801	1.408229
0.151726	1.410138
0.119782	1.411675
0.087967	1.412845
0.056285	1.413653
0.024751	1.414105
-0.006657	1.414206
-0.037912	1.413960
-0.069018	1.413371
-0.099975	1.412446
-0.130779	1.411187
-0.161416	1.409600
-0.191911	1.407688
-0.222230	1.405456
-0.252381	1.402908
-0.282370	1.400048
-0.312177	1.396880
-0.341807	1.393407
-0.371266	1.389633
-0.400542	1.385562
-0.429625	1.381199
-0.458527	1.376545
-0.487237	1.371605
-0.515757	1.366381
-0.544079	1.360878
-0.572201	1.355099
-0.600116	1.349048
-0.627835	1.342725
-0.655336	1.336139
-0.682630	1.329288
-0.709721	1.322176
-0.736591	1.314807
-0.763243	1.307184
-0.789670	1.299312
-0.815882	1.291189
-0.841860	1.282824
-0.867619	1.274213
-0.893142	1.265365
-0.918426	1.256283
-0.943491	1.246961
-0.968309	1.237412
-0.992888	1.227635
-1.017214	1.217636
-1.041307	1.207410
-1.065143	1.196969
-1.088739	1.186307
-1.112076	1.175433
-1.135161	1.164347
-1.157990	1.153052
-1.180560	1.141551
-1.202870	1.129846
-1.224915	1.117941
-1.246698	1.105835
-1.268207	1.093538
-1.289454	1.081043
-1.310420	1.068363
-1.331112	1.055495
-1.351538	1.042436
-1.371666	1.029207
-1.391539	1.015781
-1.411113	1.002188
-1.430400	0.988422
-1.449410	0.974477
-1.468127	0.960365
-1.486548	0.946091
-1.504688	0.931642
-1.522526	0.917037
-1.540069	0.902271
-1.557318	0.887345
-1.574258	0.872271
-1.590903	0.857038
-1.607237	0.841662
-1.623268	0.826136
-1.638984	0.810473
-1.654400	0.794658
-1.669507	0.778699
-1.684284	0.762622
-1.698763	0.746393
-1.712917	0.730040
-1.726755	0.713554
-1.740268	0.696946
-1.753463	0.680209
-1.766333	0.663350
-1.778876	0.646374
-1.791090	0.629284
-1.802973	0.612082
-1.814528	0.594763
-1.825750	0.577337
-1.836636	0.559807
-1.847191	0.542164
-1.857405	0.524427
-1.867280	0.506590
-1.876820	0.488645
-1.886006	0.470627
-1.894855	0.452506
-1.903358	0.434298
-1.911512	0.416006
-1.919317	0.397631
-1.926774	0.379172
-1.933878	0.360635
-1.940627	0.342028
-1.947023	0.323342
-1.953062	0.304588
-1.958744	0.285763
-1.964066	0.266877
-1.969026	0.247926
-1.973624	0.228921
